full_text,casefolding,cleanedtext,slangremoved,stopwordremoved,tokenized,stemming,stemming_str,sentiment
Sri Mulyani Cerita Alasan Prabowo Minta Perketat Anggaran hingga Pangkas Rp 306 T,sri mulyani cerita alasan prabowo minta perketat anggaran hingga pangkas rp 306 t,sri mulyani cerita alasan prabowo minta perketat anggaran hingga pangkas rp t,sri mulyani cerita alasan prabowo meminta perketat anggaran hingga pangkas rp t,sri mulyani cerita alasan prabowo perketat anggaran pangkas rp t,"['sri', 'mulyani', 'cerita', 'alasan', 'prabowo', 'perketat', 'anggaran', 'pangkas', 'rp', 't']","['sri', 'mulyani', 'cerita', 'alas', 'prabowo', 'ketat', 'anggar', 'pangkas', 'rp', 't']",sri mulyani cerita alas prabowo ketat anggar pangkas rp t,negatif
Semarak Foto Prabowo dan Merah Putih di Pusat Pemerintahan India,semarak foto prabowo dan merah putih di pusat pemerintahan india,semarak foto prabowo dan merah putih di pusat pemerintahan india,semarak foto prabowo dan merah putih di pusat pemerintahan india,semarak foto prabowo merah putih pusat pemerintahan india,"['semarak', 'foto', 'prabowo', 'merah', 'putih', 'pusat', 'pemerintahan', 'india']","['semarak', 'foto', 'prabowo', 'merah', 'putih', 'pusat', 'perintah', 'india']",semarak foto prabowo merah putih pusat perintah india,positif
"Video: Tiba di New Delhi, Prabowo akan Hadiri Perayaan Hari Republik India","video: tiba di new delhi, prabowo akan hadiri perayaan hari republik india",video tiba di new delhi prabowo akan hadiri perayaan hari republik india,video tiba di new delhi prabowo akan hadiri perayaan hari republik india,video new delhi prabowo hadiri perayaan republik india,"['video', 'new', 'delhi', 'prabowo', 'hadiri', 'perayaan', 'republik', 'india']","['video', 'new', 'delhi', 'prabowo', 'hadir', 'raya', 'republik', 'india']",video new delhi prabowo hadir raya republik india,negatif
Video: Momen Prabowo Letakkan Bunga di Makam Mahatma Gandhi,video: momen prabowo letakkan bunga di makam mahatma gandhi,video momen prabowo letakkan bunga di makam mahatma gandhi,video momen prabowo letakkan bunga di makam mahatma gandhi,video momen prabowo letakkan bunga makam mahatma gandhi,"['video', 'momen', 'prabowo', 'letakkan', 'bunga', 'makam', 'mahatma', 'gandhi']","['video', 'momen', 'prabowo', 'letak', 'bunga', 'makam', 'mahatma', 'gandhi']",video momen prabowo letak bunga makam mahatma gandhi,negatif
Prabowo Beri Hormat ke Kontingen RI Saat Parade Perayaan Ke-76 Republik India,prabowo beri hormat ke kontingen ri saat parade perayaan ke-76 republik india,prabowo beri hormat ke kontingen ri saat parade perayaan ke republik india,prabowo beri hormat ke kontingen ri saat parade perayaan ke republik india,prabowo hormat kontingen ri parade perayaan republik india,"['prabowo', 'hormat', 'kontingen', 'ri', 'parade', 'perayaan', 'republik', 'india']","['prabowo', 'hormat', 'kontingen', 'ri', 'parade', 'raya', 'republik', 'india']",prabowo hormat kontingen ri parade raya republik india,positif
"Percepat Kerja Sama dengan India, Prabowo Minta Menteri Pangkas Birokrasi","percepat kerja sama dengan india, prabowo minta menteri pangkas birokrasi",percepat kerja sama dengan india prabowo minta menteri pangkas birokrasi,percepat kerja sama dengan india prabowo meminta menteri pangkas birokrasi,percepat kerja india prabowo menteri pangkas birokrasi,"['percepat', 'kerja', 'india', 'prabowo', 'menteri', 'pangkas', 'birokrasi']","['cepat', 'kerja', 'india', 'prabowo', 'menteri', 'pangkas', 'birokrasi']",cepat kerja india prabowo menteri pangkas birokrasi,negatif
"Ikuti Jejak Bung Karno, Prabowo Tersanjung Jadi Tamu Utama Hari Republik India","ikuti jejak bung karno, prabowo tersanjung jadi tamu utama hari republik india",ikuti jejak bung karno prabowo tersanjung jadi tamu utama hari republik india,ikuti jejak bung karno prabowo tersanjung jadi tamu utama hari republik india,ikuti jejak karno prabowo tersanjung tamu utama republik india,"['ikuti', 'jejak', 'karno', 'prabowo', 'tersanjung', 'tamu', 'utama', 'republik', 'india']","['ikut', 'jejak', 'karno', 'prabowo', 'sanjung', 'tamu', 'utama', 'republik', 'india']",ikut jejak karno prabowo sanjung tamu utama republik india,negatif
Prabowo Naik Kereta Kuda Bareng Presiden India di Parade Hari Republik,prabowo naik kereta kuda bareng presiden india di parade hari republik,prabowo naik kereta kuda bareng presiden india di parade hari republik,prabowo naik kereta kuda bareng presiden india di parade hari republik,prabowo kereta kuda bareng presiden india parade republik,"['prabowo', 'kereta', 'kuda', 'bareng', 'presiden', 'india', 'parade', 'republik']","['prabowo', 'kereta', 'kuda', 'bareng', 'presiden', 'india', 'parade', 'republik']",prabowo kereta kuda bareng presiden india parade republik,negatif
"Ketum PDIP Megawati Ultah ke-78, Presiden Prabowo Kirim Bunga Anggrek","ketum pdip megawati ultah ke-78, presiden prabowo kirim bunga anggrek",ketum pdip megawati ultah ke presiden prabowo kirim bunga anggrek,ketum pdip megawati ultah ke presiden prabowo kirim bunga anggrek,ketum pdip megawati ultah presiden prabowo kirim bunga anggrek,"['ketum', 'pdip', 'megawati', 'ultah', 'presiden', 'prabowo', 'kirim', 'bunga', 'anggrek']","['tum', 'pdip', 'megawati', 'ultah', 'presiden', 'prabowo', 'kirim', 'bunga', 'anggrek']",tum pdip megawati ultah presiden prabowo kirim bunga anggrek,positif
"Momen Prabowo Dijamu Makan Malam Presiden India, Duduk di Samping PM Modi","momen prabowo dijamu makan malam presiden india, duduk di samping pm modi",momen prabowo dijamu makan malam presiden india duduk di samping pm modi,momen prabowo dijamu makan malam presiden india duduk di samping pm modi,momen prabowo dijamu makan malam presiden india duduk samping pm modi,"['momen', 'prabowo', 'dijamu', 'makan', 'malam', 'presiden', 'india', 'duduk', 'samping', 'pm', 'modi']","['momen', 'prabowo', 'jamu', 'makan', 'malam', 'presiden', 'india', 'duduk', 'samping', 'pm', 'modi']",momen prabowo jamu makan malam presiden india duduk samping pm modi,negatif
"Prabowo Kunjungi Rajghat Memorial, Beri Penghormatan untuk Mahatma Gandhi","prabowo kunjungi rajghat memorial, beri penghormatan untuk mahatma gandhi",prabowo kunjungi rajghat memorial beri penghormatan untuk mahatma gandhi,prabowo kunjungi rajghat memorial beri penghormatan untuk mahatma gandhi,prabowo kunjungi rajghat memorial penghormatan mahatma gandhi,"['prabowo', 'kunjungi', 'rajghat', 'memorial', 'penghormatan', 'mahatma', 'gandhi']","['prabowo', 'kunjung', 'rajghat', 'memorial', 'hormat', 'mahatma', 'gandhi']",prabowo kunjung rajghat memorial hormat mahatma gandhi,negatif
"Megawati Ultah ke-78, Ini Momennya Makan Bareng Prabowo dan Keluarga","megawati ultah ke-78, ini momennya makan bareng prabowo dan keluarga",megawati ultah ke ini momennya makan bareng prabowo dan keluarga,megawati ultah ke ini momennya makan bareng prabowo dan keluarga,megawati ultah momennya makan bareng prabowo keluarga,"['megawati', 'ultah', 'momennya', 'makan', 'bareng', 'prabowo', 'keluarga']","['megawati', 'ultah', 'momen', 'makan', 'bareng', 'prabowo', 'keluarga']",megawati ultah momen makan bareng prabowo keluarga,negatif
Muzani Cerita Prabowo Terbiasa Beri Vitamin ke Jokowi hingga Megawati,muzani cerita prabowo terbiasa beri vitamin ke jokowi hingga megawati,muzani cerita prabowo terbiasa beri vitamin ke jokowi hingga megawati,muzani cerita prabowo terbiasa beri vitamin ke jokowi hingga megawati,muzani cerita prabowo terbiasa vitamin jokowi megawati,"['muzani', 'cerita', 'prabowo', 'terbiasa', 'vitamin', 'jokowi', 'megawati']","['muzani', 'cerita', 'prabowo', 'biasa', 'vitamin', 'jokowi', 'megawati']",muzani cerita prabowo biasa vitamin jokowi megawati,negatif
"Muzani soal Pertemuan Prabowo-Megawati: Keuntungan Rakyat, Bukan Gerindra","muzani soal pertemuan prabowo-megawati: keuntungan rakyat, bukan gerindra",muzani soal pertemuan prabowo megawati keuntungan rakyat bukan gerindra,muzani soal pertemuan prabowo megawati keuntungan rakyat bukan gerindra,muzani pertemuan prabowo megawati keuntungan rakyat gerindra,"['muzani', 'pertemuan', 'prabowo', 'megawati', 'keuntungan', 'rakyat', 'gerindra']","['muzani', 'temu', 'prabowo', 'megawati', 'untung', 'rakyat', 'gerindra']",muzani temu prabowo megawati untung rakyat gerindra,positif
Kala Prabowo Ucapkan Terima Kasih ke PM India Atas Dukungan Gabung BRICS,kala prabowo ucapkan terima kasih ke pm india atas dukungan gabung brics,kala prabowo ucapkan terima kasih ke pm india atas dukungan gabung brics,kala prabowo ucapkan terima kasih ke pm india atas dukungan gabung brics,prabowo ucapkan terima kasih pm india dukungan gabung brics,"['prabowo', 'ucapkan', 'terima', 'kasih', 'pm', 'india', 'dukungan', 'gabung', 'brics']","['prabowo', 'ucap', 'terima', 'kasih', 'pm', 'india', 'dukung', 'gabung', 'brics']",prabowo ucap terima kasih pm india dukung gabung brics,negatif
"Di Depan PM India, Prabowo Ungkap Arahan Pangkas Regulasi Demi Geber Ekonomi","di depan pm india, prabowo ungkap arahan pangkas regulasi demi geber ekonomi",di depan pm india prabowo ungkap arahan pangkas regulasi demi geber ekonomi,di depan pm india prabowo ungkap arahan pangkas regulasi demi geber ekonomi,pm india prabowo arahan pangkas regulasi geber ekonomi,"['pm', 'india', 'prabowo', 'arahan', 'pangkas', 'regulasi', 'geber', 'ekonomi']","['pm', 'india', 'prabowo', 'arah', 'pangkas', 'regulasi', 'geber', 'ekonomi']",pm india prabowo arah pangkas regulasi geber ekonomi,negatif
Muzani Ungkap Alasan Prabowo Kirim Hadiah Ultah Anggrek untuk Megawati,muzani ungkap alasan prabowo kirim hadiah ultah anggrek untuk megawati,muzani ungkap alasan prabowo kirim hadiah ultah anggrek untuk megawati,muzani ungkap alasan prabowo kirim hadiah ultah anggrek untuk megawati,muzani alasan prabowo kirim hadiah ultah anggrek megawati,"['muzani', 'alasan', 'prabowo', 'kirim', 'hadiah', 'ultah', 'anggrek', 'megawati']","['muzani', 'alas', 'prabowo', 'kirim', 'hadiah', 'ultah', 'anggrek', 'megawati']",muzani alas prabowo kirim hadiah ultah anggrek megawati,negatif
Prabowo Tekankan Komitmen Perkuat Hubungan Indonesia dan India,prabowo tekankan komitmen perkuat hubungan indonesia dan india,prabowo tekankan komitmen perkuat hubungan indonesia dan india,prabowo tekankan komitmen perkuat hubungan indonesia dan india,prabowo tekankan komitmen perkuat hubungan indonesia india,"['prabowo', 'tekankan', 'komitmen', 'perkuat', 'hubungan', 'indonesia', 'india']","['prabowo', 'tekan', 'komitmen', 'kuat', 'hubung', 'indonesia', 'india']",prabowo tekan komitmen kuat hubung indonesia india,negatif
Pisau Bermata Dua Efisiensi Anggaran Ala Prabowo,pisau bermata dua efisiensi anggaran ala prabowo,pisau bermata dua efisiensi anggaran ala prabowo,pisau bermata dua efisiensi anggaran ala prabowo,pisau bermata efisiensi anggaran ala prabowo,"['pisau', 'bermata', 'efisiensi', 'anggaran', 'ala', 'prabowo']","['pisau', 'mata', 'efisiensi', 'anggar', 'ala', 'prabowo']",pisau mata efisiensi anggar ala prabowo,positif
Video Taruna Akmil Magelang Meriahkan Parade Hari Republik ke-76 India,video taruna akmil magelang meriahkan parade hari republik ke-76 india,video taruna akmil magelang meriahkan parade hari republik ke india,video taruna akmil magelang meriahkan parade hari republik ke india,video taruna akmil magelang meriahkan parade republik india,"['video', 'taruna', 'akmil', 'magelang', 'meriahkan', 'parade', 'republik', 'india']","['video', 'taruna', 'akmil', 'magelang', 'riah', 'parade', 'republik', 'india']",video taruna akmil magelang riah parade republik india,positif
"Prabowo Serahkan Infrastruktur ke Swasta, Kontraktor Incar Proyek Ini","prabowo serahkan infrastruktur ke swasta, kontraktor incar proyek ini",prabowo serahkan infrastruktur ke swasta kontraktor incar proyek ini,prabowo serahkan infrastruktur ke swasta kontraktor incar proyek ini,prabowo serahkan infrastruktur swasta kontraktor incar proyek,"['prabowo', 'serahkan', 'infrastruktur', 'swasta', 'kontraktor', 'incar', 'proyek']","['prabowo', 'serah', 'infrastruktur', 'swasta', 'kontraktor', 'incar', 'proyek']",prabowo serah infrastruktur swasta kontraktor incar proyek,negatif
"Tiba di Istana Rashtrapati Bavan, Prabowo Disambut Upacara Kenegaraan","tiba di istana rashtrapati bavan, prabowo disambut upacara kenegaraan",tiba di istana rashtrapati bavan prabowo disambut upacara kenegaraan,tiba di istana rashtrapati bavan prabowo disambut upacara kenegaraan,istana rashtrapati bavan prabowo disambut upacara kenegaraan,"['istana', 'rashtrapati', 'bavan', 'prabowo', 'disambut', 'upacara', 'kenegaraan']","['istana', 'rashtrapati', 'bavan', 'prabowo', 'sambut', 'upacara', 'negara']",istana rashtrapati bavan prabowo sambut upacara negara,positif
Ide Ngider dari Presiden Prabowo: ke Toko Buku,ide ngider dari presiden prabowo: ke toko buku,ide ngider dari presiden prabowo ke toko buku,ide ngider dari presiden prabowo ke toko buku,ide ngider presiden prabowo toko buku,"['ide', 'ngider', 'presiden', 'prabowo', 'toko', 'buku']","['ide', 'ngider', 'presiden', 'prabowo', 'toko', 'buku']",ide ngider presiden prabowo toko buku,positif
"7 Penampilan Stylish Menpar Widiyanti, Menteri Terkaya dengan Harta Rp 5,4 T","7 penampilan stylish menpar widiyanti, menteri terkaya dengan harta rp 5,4 t",penampilan stylish menpar widiyanti menteri terkaya dengan harta rp t,penampilan stylish menpar widiyanti menteri terkaya dengan harta rp t,penampilan stylish menpar widiyanti menteri terkaya harta rp t,"['penampilan', 'stylish', 'menpar', 'widiyanti', 'menteri', 'terkaya', 'harta', 'rp', 't']","['tampil', 'stylish', 'menpar', 'widiyanti', 'menteri', 'kaya', 'harta', 'rp', 't']",tampil stylish menpar widiyanti menteri kaya harta rp t,negatif
Menerka Makna Prabowo Kirim Bunga Anggrek untuk Megawati,menerka makna prabowo kirim bunga anggrek untuk megawati,menerka makna prabowo kirim bunga anggrek untuk megawati,menerka makna prabowo kirim bunga anggrek untuk megawati,menerka makna prabowo kirim bunga anggrek megawati,"['menerka', 'makna', 'prabowo', 'kirim', 'bunga', 'anggrek', 'megawati']","['terka', 'makna', 'prabowo', 'kirim', 'bunga', 'anggrek', 'megawati']",terka makna prabowo kirim bunga anggrek megawati,positif
Prabowo Kirim Bunga Anggrek Saat Megawati Ulang Tahun,prabowo kirim bunga anggrek saat megawati ulang tahun,prabowo kirim bunga anggrek saat megawati ulang tahun,prabowo kirim bunga anggrek saat megawati ulang tahun,prabowo kirim bunga anggrek megawati ulang,"['prabowo', 'kirim', 'bunga', 'anggrek', 'megawati', 'ulang']","['prabowo', 'kirim', 'bunga', 'anggrek', 'megawati', 'ulang']",prabowo kirim bunga anggrek megawati ulang,negatif
Sarmuji Minta Anggota DPRD se-Jatim Kawal Program Prabowo-Gibran,sarmuji minta anggota dprd se-jatim kawal program prabowo-gibran,sarmuji minta anggota dprd se jatim kawal program prabowo gibran,sarmuji meminta anggota dprd se jatim kawal program prabowo gibran,sarmuji anggota dprd jatim kawal program prabowo gibran,"['sarmuji', 'anggota', 'dprd', 'jatim', 'kawal', 'program', 'prabowo', 'gibran']","['sarmuji', 'anggota', 'dprd', 'jatim', 'kawal', 'program', 'prabowo', 'gibran']",sarmuji anggota dprd jatim kawal program prabowo gibran,negatif
"Pertemuan Bilateral Prabowo dan PM Narendra Modi Hasilkan 5 MoU, Apa Saja?","pertemuan bilateral prabowo dan pm narendra modi hasilkan 5 mou, apa saja?",pertemuan bilateral prabowo dan pm narendra modi hasilkan mou apa saja,pertemuan bilateral prabowo dan pm narendra modi hasilkan mou apa saja,pertemuan bilateral prabowo pm narendra modi hasilkan mou,"['pertemuan', 'bilateral', 'prabowo', 'pm', 'narendra', 'modi', 'hasilkan', 'mou']","['temu', 'bilateral', 'prabowo', 'pm', 'narendra', 'modi', 'hasil', 'mou']",temu bilateral prabowo pm narendra modi hasil mou,positif
Prabowo Jadi Tamu Utama HUT Republik India Besok: Kehormatan Besar bagi Saya,prabowo jadi tamu utama hut republik india besok: kehormatan besar bagi saya,prabowo jadi tamu utama hut republik india besok kehormatan besar bagi saya,prabowo jadi tamu utama hut republik india besok kehormatan besar bagi saya,prabowo tamu utama hut republik india besok kehormatan,"['prabowo', 'tamu', 'utama', 'hut', 'republik', 'india', 'besok', 'kehormatan']","['prabowo', 'tamu', 'utama', 'hut', 'republik', 'india', 'besok', 'hormat']",prabowo tamu utama hut republik india besok hormat,netral
Prabowo Terima Kasih ke India Dukung RI Jadi Anggota Permanen BRICS,prabowo terima kasih ke india dukung ri jadi anggota permanen brics,prabowo terima kasih ke india dukung ri jadi anggota permanen brics,prabowo terima kasih ke india dukung ri jadi anggota permanen brics,prabowo terima kasih india dukung ri anggota permanen brics,"['prabowo', 'terima', 'kasih', 'india', 'dukung', 'ri', 'anggota', 'permanen', 'brics']","['prabowo', 'terima', 'kasih', 'india', 'dukung', 'ri', 'anggota', 'permanen', 'brics']",prabowo terima kasih india dukung ri anggota permanen brics,positif
Kata PDIP soal Kado Ulang Tahun Prabowo ke Megawati,kata pdip soal kado ulang tahun prabowo ke megawati,kata pdip soal kado ulang tahun prabowo ke megawati,kata pdip soal kado ulang tahun prabowo ke megawati,pdip kado ulang prabowo megawati,"['pdip', 'kado', 'ulang', 'prabowo', 'megawati']","['pdip', 'kado', 'ulang', 'prabowo', 'megawati']",pdip kado ulang prabowo megawati,positif
Prabowo Bertemu Bilateral dengan PM Narendra Modi di Hyderabad House India,prabowo bertemu bilateral dengan pm narendra modi di hyderabad house india,prabowo bertemu bilateral dengan pm narendra modi di hyderabad house india,prabowo bertemu bilateral dengan pm narendra modi di hyderabad house india,prabowo bertemu bilateral pm narendra modi hyderabad house india,"['prabowo', 'bertemu', 'bilateral', 'pm', 'narendra', 'modi', 'hyderabad', 'house', 'india']","['prabowo', 'temu', 'bilateral', 'pm', 'narendra', 'modi', 'hyderabad', 'house', 'india']",prabowo temu bilateral pm narendra modi hyderabad house india,positif
